2020-04-23 07:35:40 install libgcc-s1:arm64 <none> 10-20200411-0ubuntu1
2020-04-23 07:35:40 status half-installed libgcc-s1:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:40 status unpacked libgcc-s1:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:40 install libgcrypt20:arm64 <none> 1.8.5-5ubuntu1
2020-04-23 07:35:40 status half-installed libgcrypt20:arm64 1.8.5-5ubuntu1
2020-04-23 07:35:40 status unpacked libgcrypt20:arm64 1.8.5-5ubuntu1
2020-04-23 07:35:40 install libgpg-error0:arm64 <none> 1.37-1
2020-04-23 07:35:40 status half-installed libgpg-error0:arm64 1.37-1
2020-04-23 07:35:40 status unpacked libgpg-error0:arm64 1.37-1
2020-04-23 07:35:40 install liblz4-1:arm64 <none> 1.9.2-2
2020-04-23 07:35:40 status half-installed liblz4-1:arm64 1.9.2-2
2020-04-23 07:35:40 status unpacked liblz4-1:arm64 1.9.2-2
2020-04-23 07:35:40 install liblzma5:arm64 <none> 5.2.4-1
2020-04-23 07:35:40 status half-installed liblzma5:arm64 5.2.4-1
2020-04-23 07:35:40 status unpacked liblzma5:arm64 5.2.4-1
2020-04-23 07:35:40 install libmount1:arm64 <none> 2.34-0.1ubuntu9
2020-04-23 07:35:40 status half-installed libmount1:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:40 status unpacked libmount1:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:40 install libncurses6:arm64 <none> 6.2-0ubuntu2
2020-04-23 07:35:40 status half-installed libncurses6:arm64 6.2-0ubuntu2
2020-04-23 07:35:40 status unpacked libncurses6:arm64 6.2-0ubuntu2
2020-04-23 07:35:40 install libncursesw6:arm64 <none> 6.2-0ubuntu2
2020-04-23 07:35:40 status half-installed libncursesw6:arm64 6.2-0ubuntu2
2020-04-23 07:35:40 status unpacked libncursesw6:arm64 6.2-0ubuntu2
2020-04-23 07:35:40 install libpam-modules:arm64 <none> 1.3.1-5ubuntu4
2020-04-23 07:35:40 status half-installed libpam-modules:arm64 1.3.1-5ubuntu4
2020-04-23 07:35:40 status unpacked libpam-modules:arm64 1.3.1-5ubuntu4
2020-04-23 07:35:40 install libpam-modules-bin:arm64 <none> 1.3.1-5ubuntu4
2020-04-23 07:35:40 status half-installed libpam-modules-bin:arm64 1.3.1-5ubuntu4
2020-04-23 07:35:40 status unpacked libpam-modules-bin:arm64 1.3.1-5ubuntu4
2020-04-23 07:35:40 install libpam-runtime:all <none> 1.3.1-5ubuntu4
2020-04-23 07:35:40 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2020-04-23 07:35:40 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2020-04-23 07:35:40 install libpam0g:arm64 <none> 1.3.1-5ubuntu4
2020-04-23 07:35:40 status half-installed libpam0g:arm64 1.3.1-5ubuntu4
2020-04-23 07:35:40 status unpacked libpam0g:arm64 1.3.1-5ubuntu4
2020-04-23 07:35:40 install libpcre2-8-0:arm64 <none> 10.34-7
2020-04-23 07:35:40 status half-installed libpcre2-8-0:arm64 10.34-7
2020-04-23 07:35:40 status unpacked libpcre2-8-0:arm64 10.34-7
2020-04-23 07:35:41 install libpcre3:arm64 <none> 2:8.39-12build1
2020-04-23 07:35:41 status half-installed libpcre3:arm64 2:8.39-12build1
2020-04-23 07:35:41 status unpacked libpcre3:arm64 2:8.39-12build1
2020-04-23 07:35:41 install libprocps8:arm64 <none> 2:3.3.16-1ubuntu2
2020-04-23 07:35:41 status half-installed libprocps8:arm64 2:3.3.16-1ubuntu2
2020-04-23 07:35:41 status unpacked libprocps8:arm64 2:3.3.16-1ubuntu2
2020-04-23 07:35:41 install libselinux1:arm64 <none> 3.0-1build2
2020-04-23 07:35:41 status half-installed libselinux1:arm64 3.0-1build2
2020-04-23 07:35:41 status unpacked libselinux1:arm64 3.0-1build2
2020-04-23 07:35:41 install libsemanage-common:all <none> 3.0-1build2
2020-04-23 07:35:41 status half-installed libsemanage-common:all 3.0-1build2
2020-04-23 07:35:41 status unpacked libsemanage-common:all 3.0-1build2
2020-04-23 07:35:41 install libsemanage1:arm64 <none> 3.0-1build2
2020-04-23 07:35:41 status half-installed libsemanage1:arm64 3.0-1build2
2020-04-23 07:35:41 status unpacked libsemanage1:arm64 3.0-1build2
2020-04-23 07:35:41 install libsepol1:arm64 <none> 3.0-1
2020-04-23 07:35:41 status half-installed libsepol1:arm64 3.0-1
2020-04-23 07:35:41 status unpacked libsepol1:arm64 3.0-1
2020-04-23 07:35:41 install libsmartcols1:arm64 <none> 2.34-0.1ubuntu9
2020-04-23 07:35:41 status half-installed libsmartcols1:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:41 status unpacked libsmartcols1:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:41 install libss2:arm64 <none> 1.45.5-2ubuntu1
2020-04-23 07:35:41 status half-installed libss2:arm64 1.45.5-2ubuntu1
2020-04-23 07:35:41 status unpacked libss2:arm64 1.45.5-2ubuntu1
2020-04-23 07:35:41 install libsystemd0:arm64 <none> 245.4-4ubuntu3
2020-04-23 07:35:41 status half-installed libsystemd0:arm64 245.4-4ubuntu3
2020-04-23 07:35:41 status unpacked libsystemd0:arm64 245.4-4ubuntu3
2020-04-23 07:35:41 install libtinfo6:arm64 <none> 6.2-0ubuntu2
2020-04-23 07:35:41 status half-installed libtinfo6:arm64 6.2-0ubuntu2
2020-04-23 07:35:41 status unpacked libtinfo6:arm64 6.2-0ubuntu2
2020-04-23 07:35:41 install libudev1:arm64 <none> 245.4-4ubuntu3
2020-04-23 07:35:41 status half-installed libudev1:arm64 245.4-4ubuntu3
2020-04-23 07:35:41 status unpacked libudev1:arm64 245.4-4ubuntu3
2020-04-23 07:35:41 install libuuid1:arm64 <none> 2.34-0.1ubuntu9
2020-04-23 07:35:41 status half-installed libuuid1:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:41 status unpacked libuuid1:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:41 install libzstd1:arm64 <none> 1.4.4+dfsg-3
2020-04-23 07:35:41 status half-installed libzstd1:arm64 1.4.4+dfsg-3
2020-04-23 07:35:41 status unpacked libzstd1:arm64 1.4.4+dfsg-3
2020-04-23 07:35:41 install login:arm64 <none> 1:4.8.1-1ubuntu5
2020-04-23 07:35:41 status half-installed login:arm64 1:4.8.1-1ubuntu5
2020-04-23 07:35:41 status unpacked login:arm64 1:4.8.1-1ubuntu5
2020-04-23 07:35:41 install logsave:arm64 <none> 1.45.5-2ubuntu1
2020-04-23 07:35:41 status half-installed logsave:arm64 1.45.5-2ubuntu1
2020-04-23 07:35:41 status unpacked logsave:arm64 1.45.5-2ubuntu1
2020-04-23 07:35:41 install lsb-base:all <none> 11.1.0ubuntu2
2020-04-23 07:35:41 status half-installed lsb-base:all 11.1.0ubuntu2
2020-04-23 07:35:41 status unpacked lsb-base:all 11.1.0ubuntu2
2020-04-23 07:35:41 upgrade mawk:arm64 1.3.4.20200120-2 1.3.4.20200120-2
2020-04-23 07:35:41 status half-configured mawk:arm64 1.3.4.20200120-2
2020-04-23 07:35:41 status unpacked mawk:arm64 1.3.4.20200120-2
2020-04-23 07:35:41 status half-installed mawk:arm64 1.3.4.20200120-2
2020-04-23 07:35:41 status unpacked mawk:arm64 1.3.4.20200120-2
2020-04-23 07:35:41 install mount:arm64 <none> 2.34-0.1ubuntu9
2020-04-23 07:35:41 status half-installed mount:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:42 status unpacked mount:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:42 install ncurses-base:all <none> 6.2-0ubuntu2
2020-04-23 07:35:42 status half-installed ncurses-base:all 6.2-0ubuntu2
2020-04-23 07:35:42 status unpacked ncurses-base:all 6.2-0ubuntu2
2020-04-23 07:35:42 install ncurses-bin:arm64 <none> 6.2-0ubuntu2
2020-04-23 07:35:42 status half-installed ncurses-bin:arm64 6.2-0ubuntu2
2020-04-23 07:35:42 status unpacked ncurses-bin:arm64 6.2-0ubuntu2
2020-04-23 07:35:42 install passwd:arm64 <none> 1:4.8.1-1ubuntu5
2020-04-23 07:35:42 status half-installed passwd:arm64 1:4.8.1-1ubuntu5
2020-04-23 07:35:42 status unpacked passwd:arm64 1:4.8.1-1ubuntu5
2020-04-23 07:35:42 upgrade perl-base:arm64 5.30.0-9build1 5.30.0-9build1
2020-04-23 07:35:42 status half-configured perl-base:arm64 5.30.0-9build1
2020-04-23 07:35:42 status unpacked perl-base:arm64 5.30.0-9build1
2020-04-23 07:35:42 status half-installed perl-base:arm64 5.30.0-9build1
2020-04-23 07:35:43 status unpacked perl-base:arm64 5.30.0-9build1
2020-04-23 07:35:43 install procps:arm64 <none> 2:3.3.16-1ubuntu2
2020-04-23 07:35:43 status half-installed procps:arm64 2:3.3.16-1ubuntu2
2020-04-23 07:35:43 status unpacked procps:arm64 2:3.3.16-1ubuntu2
2020-04-23 07:35:43 install sed:arm64 <none> 4.7-1
2020-04-23 07:35:43 status half-installed sed:arm64 4.7-1
2020-04-23 07:35:43 status unpacked sed:arm64 4.7-1
2020-04-23 07:35:43 install sensible-utils:all <none> 0.0.12+nmu1
2020-04-23 07:35:43 status half-installed sensible-utils:all 0.0.12+nmu1
2020-04-23 07:35:43 status unpacked sensible-utils:all 0.0.12+nmu1
2020-04-23 07:35:43 install sysvinit-utils:arm64 <none> 2.96-2.1ubuntu1
2020-04-23 07:35:43 status half-installed sysvinit-utils:arm64 2.96-2.1ubuntu1
2020-04-23 07:35:43 status unpacked sysvinit-utils:arm64 2.96-2.1ubuntu1
2020-04-23 07:35:43 install tar:arm64 <none> 1.30+dfsg-7
2020-04-23 07:35:43 status half-installed tar:arm64 1.30+dfsg-7
2020-04-23 07:35:43 status unpacked tar:arm64 1.30+dfsg-7
2020-04-23 07:35:43 install util-linux:arm64 <none> 2.34-0.1ubuntu9
2020-04-23 07:35:43 status half-installed util-linux:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:43 status unpacked util-linux:arm64 2.34-0.1ubuntu9
2020-04-23 07:35:43 install zlib1g:arm64 <none> 1:1.2.11.dfsg-2ubuntu1
2020-04-23 07:35:43 status half-installed zlib1g:arm64 1:1.2.11.dfsg-2ubuntu1
2020-04-23 07:35:43 status unpacked zlib1g:arm64 1:1.2.11.dfsg-2ubuntu1
2020-04-23 07:35:43 startup packages configure
2020-04-23 07:35:43 configure lsb-base:all 11.1.0ubuntu2 <none>
2020-04-23 07:35:43 status unpacked lsb-base:all 11.1.0ubuntu2
2020-04-23 07:35:43 status half-configured lsb-base:all 11.1.0ubuntu2
2020-04-23 07:35:43 status installed lsb-base:all 11.1.0ubuntu2
2020-04-23 07:35:43 configure libaudit-common:all 1:2.8.5-2ubuntu6 <none>
2020-04-23 07:35:43 status unpacked libaudit-common:all 1:2.8.5-2ubuntu6
2020-04-23 07:35:43 status half-configured libaudit-common:all 1:2.8.5-2ubuntu6
2020-04-23 07:35:43 status installed libaudit-common:all 1:2.8.5-2ubuntu6
2020-04-23 07:35:43 configure libsemanage-common:all 3.0-1build2 <none>
2020-04-23 07:35:43 status unpacked libsemanage-common:all 3.0-1build2
2020-04-23 07:35:43 status half-configured libsemanage-common:all 3.0-1build2
2020-04-23 07:35:43 status installed libsemanage-common:all 3.0-1build2
2020-04-23 07:35:43 configure gcc-10-base:arm64 10-20200411-0ubuntu1 <none>
2020-04-23 07:35:43 status unpacked gcc-10-base:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:43 status half-configured gcc-10-base:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:43 status installed gcc-10-base:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:43 configure ncurses-base:all 6.2-0ubuntu2 <none>
2020-04-23 07:35:43 status unpacked ncurses-base:all 6.2-0ubuntu2
2020-04-23 07:35:43 status half-configured ncurses-base:all 6.2-0ubuntu2
2020-04-23 07:35:43 status installed ncurses-base:all 6.2-0ubuntu2
2020-04-23 07:35:43 configure sensible-utils:all 0.0.12+nmu1 <none>
2020-04-23 07:35:43 status unpacked sensible-utils:all 0.0.12+nmu1
2020-04-23 07:35:43 status half-configured sensible-utils:all 0.0.12+nmu1
2020-04-23 07:35:43 status installed sensible-utils:all 0.0.12+nmu1
2020-04-23 07:35:43 configure libcrypt1:arm64 1:4.4.10-10ubuntu4 <none>
2020-04-23 07:35:43 status unpacked libcrypt1:arm64 1:4.4.10-10ubuntu4
2020-04-23 07:35:43 status half-configured libcrypt1:arm64 1:4.4.10-10ubuntu4
2020-04-23 07:35:43 status installed libcrypt1:arm64 1:4.4.10-10ubuntu4
2020-04-23 07:35:43 configure libgcc-s1:arm64 10-20200411-0ubuntu1 <none>
2020-04-23 07:35:43 status unpacked libgcc-s1:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:43 status half-configured libgcc-s1:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:43 status installed libgcc-s1:arm64 10-20200411-0ubuntu1
2020-04-23 07:35:43 configure libc6:arm64 2.31-0ubuntu9 <none>
2020-04-23 07:35:43 status unpacked libc6:arm64 2.31-0ubuntu9
2020-04-23 07:35:43 status half-configured libc6:arm64 2.31-0ubuntu9
2020-04-23 07:35:44 status installed libc6:arm64 2.31-0ubuntu9
2020-04-23 07:35:44 configure libudev1:arm64 245.4-4ubuntu3 <none>
2020-04-23 07:35:44 status unpacked libudev1:arm64 245.4-4ubuntu3
2020-04-23 07:35:44 status half-configured libudev1:arm64 245.4-4ubuntu3
2020-04-23 07:35:44 status installed libudev1:arm64 245.4-4ubuntu3
2020-04-23 07:35:44 configure libsepol1:arm64 3.0-1 <none>
2020-04-23 07:35:44 status unpacked libsepol1:arm64 3.0-1
2020-04-23 07:35:44 status half-configured libsepol1:arm64 3.0-1
2020-04-23 07:35:44 status installed libsepol1:arm64 3.0-1
2020-04-23 07:35:44 configure libattr1:arm64 1:2.4.48-5 <none>
2020-04-23 07:35:44 status unpacked libattr1:arm64 1:2.4.48-5
2020-04-23 07:35:44 status half-configured libattr1:arm64 1:2.4.48-5
2020-04-23 07:35:44 status installed libattr1:arm64 1:2.4.48-5
2020-04-23 07:35:44 configure debianutils:arm64 4.9.1 <none>
2020-04-23 07:35:44 status unpacked debianutils:arm64 4.9.1
2020-04-23 07:35:44 status half-configured debianutils:arm64 4.9.1
2020-04-23 07:35:44 status installed debianutils:arm64 4.9.1
2020-04-23 07:35:44 configure mawk:arm64 1.3.4.20200120-2 <none>
2020-04-23 07:35:44 status unpacked mawk:arm64 1.3.4.20200120-2
2020-04-23 07:35:44 status half-configured mawk:arm64 1.3.4.20200120-2
2020-04-23 07:35:44 status installed mawk:arm64 1.3.4.20200120-2
2020-04-23 07:35:44 configure libdebconfclient0:arm64 0.251ubuntu1 <none>
2020-04-23 07:35:44 status unpacked libdebconfclient0:arm64 0.251ubuntu1
2020-04-23 07:35:44 status half-configured libdebconfclient0:arm64 0.251ubuntu1
2020-04-23 07:35:44 status installed libdebconfclient0:arm64 0.251ubuntu1
2020-04-23 07:35:44 configure base-files:arm64 11ubuntu5 <none>
2020-04-23 07:35:44 status unpacked base-files:arm64 11ubuntu5
2020-04-23 07:35:44 status half-configured base-files:arm64 11ubuntu5
2020-04-23 07:35:44 status installed base-files:arm64 11ubuntu5
2020-04-23 07:35:44 configure libbz2-1.0:arm64 1.0.8-2 <none>
2020-04-23 07:35:44 status unpacked libbz2-1.0:arm64 1.0.8-2
2020-04-23 07:35:44 status half-configured libbz2-1.0:arm64 1.0.8-2
2020-04-23 07:35:44 status installed libbz2-1.0:arm64 1.0.8-2
2020-04-23 07:35:44 configure base-passwd:arm64 3.5.47 <none>
2020-04-23 07:35:44 status unpacked base-passwd:arm64 3.5.47
2020-04-23 07:35:44 status half-configured base-passwd:arm64 3.5.47
2020-04-23 07:35:44 status installed base-passwd:arm64 3.5.47
2020-04-23 07:35:44 configure libdb5.3:arm64 5.3.28+dfsg1-0.6ubuntu2 <none>
2020-04-23 07:35:44 status unpacked libdb5.3:arm64 5.3.28+dfsg1-0.6ubuntu2
2020-04-23 07:35:44 status half-configured libdb5.3:arm64 5.3.28+dfsg1-0.6ubuntu2
2020-04-23 07:35:44 status installed libdb5.3:arm64 5.3.28+dfsg1-0.6ubuntu2
2020-04-23 07:35:44 configure libblkid1:arm64 2.34-0.1ubuntu9 <none>
